ip,day,ts,active,apparent,cos_phi,reactive,tension1_2,tension2_3,tension3_1
192.168.0.4,2022-11-01,2022-11-01 09:15:00+01:00,82180.0,85320.0,-0.9749,-11760.0,238.21,237.875,238.24
192.168.0.4,2022-11-01,2022-11-01 09:30:00+01:00,78720.0,80800.0,-0.9745,-11080.0,238.75,238.39,238.63
192.168.0.4,2022-11-01,2022-11-01 09:45:00+01:00,75460.0,74940.0,-0.9676,-9420.0,238.765,238.45,238.68
192.168.0.4,2022-11-01,2022-11-01 10:00:00+01:00,79200.0,80840.0,-0.9702,-11720.0,238.89,238.61,238.91
192.168.0.4,2022-11-01,2022-11-01 10:15:00+01:00,74700.0,78280.0,-0.9616,-10800.0,238.42,238.415,238.655
192.168.0.4,2022-11-01,2022-11-01 10:30:00+01:00,65093.0,67907.0,-0.9495,-13133.0,238.94,238.9567,239.2133
192.168.0.4,2022-11-01,2022-11-01 10:45:00+01:00,84840.0,87040.0,-0.9769,-11720.0,239.07,238.82,239.34
192.168.0.4,2022-11-01,2022-11-01 11:00:00+01:00,78680.0,81707.0,-0.9681,-9760.0,238.63,238.69,238.84
192.168.0.4,2022-11-01,2022-11-01 11:15:00+01:00,60340.0,61420.0,-0.9446,-10520.0,238.39,238.55,238.805
192.168.0.4,2022-11-01,2022-11-01 11:30:00+01:00,56200.0,61760.0,-0.9394,-11587.0,238.3567,238.2267,238.8367
192.168.0.4,2022-11-01,2022-11-01 11:45:00+01:00,56060.0,61740.0,-0.9208,-10620.0,238.325,238.475,238.795
192.168.0.4,2022-11-01,2022-11-01 12:00:00+01:00,57840.0,61587.0,-0.9502,-10640.0,238.1467,238.27,238.8767
192.168.0.4,2022-11-01,2022-11-01 12:15:00+01:00,52800.0,56960.0,-0.9289,-12240.0,238.04,238.31,238.89
192.168.0.4,2022-11-01,2022-11-01 12:30:00+01:00,58840.0,60947.0,-0.9431,-10920.0,238.48,238.52,239.0233
192.168.0.4,2022-11-01,2022-11-01 12:45:00+01:00,58900.0,62640.0,-0.9453,-10140.0,238.84,238.96,239.29
192.168.0.4,2022-11-01,2022-11-01 13:00:00+01:00,57200.0,63307.0,-0.9271,-11627.0,238.6267,238.8233,239.3133
192.168.0.4,2022-11-01,2022-11-01 13:15:00+01:00,57320.0,62860.0,-0.926,-12020.0,238.69,238.81,239.015
192.168.0.4,2022-11-01,2022-11-01 13:30:00+01:00,33707.0,38747.0,-0.8773,-10400.0,238.9333,238.9667,239.2667
192.168.0.4,2022-11-01,2022-11-01 13:45:00+01:00,46300.0,48680.0,-0.9002,-11880.0,239.1,238.95,239.355
192.168.0.4,2022-11-01,2022-11-01 14:00:00+01:00,40760.0,44667.0,-0.9176,-10093.0,238.8633,238.44,238.83
192.168.0.4,2022-11-01,2022-11-01 14:15:00+01:00,39460.0,42420.0,-0.897,-11080.0,238.49,238.3,238.895
192.168.0.4,2022-11-01,2022-11-01 14:30:00+01:00,37720.0,40920.0,-0.9166,-8660.0,238.57,238.35,238.645
192.168.0.4,2022-11-01,2022-11-01 14:45:00+01:00,42040.0,47060.0,-0.9348,-10020.0,238.69,238.435,238.84
192.168.0.4,2022-11-01,2022-11-01 15:00:00+01:00,51880.0,58147.0,-0.9465,-11400.0,238.34,238.1267,238.67
192.168.0.4,2022-11-01,2022-11-01 15:15:00+01:00,86680.0,90520.0,-0.979,-9860.0,238.02,237.825,238.155
192.168.0.4,2022-11-01,2022-11-01 15:30:00+01:00,60333.0,62187.0,-0.9568,-9400.0,237.6367,237.3133,237.9767
192.168.0.4,2022-11-01,2022-11-01 15:45:00+01:00,83960.0,83920.0,-0.9774,-8480.0,237.34,236.94,237.63
192.168.0.4,2022-11-01,2022-11-01 16:00:00+01:00,77867.0,78360.0,-0.9693,-10880.0,236.6167,236.62,236.9633
192.168.0.4,2022-11-01,2022-11-01 16:15:00+01:00,81980.0,85100.0,-0.9762,-10740.0,235.995,235.74,236.26
192.168.0.4,2022-11-01,2022-11-01 16:30:00+01:00,88453.0,90200.0,-0.9733,-11213.0,235.8233,235.42,236.1967
192.168.0.4,2022-11-01,2022-11-01 16:45:00+01:00,98040.0,96840.0,-0.9753,-12120.0,235.18,235.03,235.74
192.168.0.4,2022-11-01,2022-11-01 17:00:00+01:00,101080.0,104360.0,-0.9776,-11507.0,235.7833,235.5667,236.2267
192.168.0.4,2022-11-01,2022-11-01 17:15:00+01:00,112300.0,114100.0,-0.9795,-11720.0,236.025,235.935,236.285
192.168.0.4,2022-11-01,2022-11-01 17:30:00+01:00,122040.0,130220.0,-0.9757,-13740.0,235.275,235.17,235.775
192.168.0.4,2022-11-01,2022-11-01 17:45:00+01:00,126500.0,129280.0,-0.9845,-12260.0,236.52,235.97,236.59
192.168.0.4,2022-11-01,2022-11-01 18:00:00+01:00,150853.0,153107.0,-0.9881,-12907.0,236.1833,236.13,236.36
192.168.0.4,2022-11-01,2022-11-01 18:15:00+01:00,157800.0,158080.0,-0.9886,-13960.0,236.515,236.52,236.895
192.168.0.4,2022-11-01,2022-11-01 18:30:00+01:00,159840.0,165880.0,-0.9904,-12600.0,236.435,236.4,236.9
192.168.0.4,2022-11-01,2022-11-01 18:45:00+01:00,151640.0,149320.0,-0.9923,-12000.0,236.9,236.55,237.23
192.168.0.4,2022-11-01,2022-11-01 19:00:00+01:00,159160.0,158920.0,-0.9928,-13480.0,237.47,237.26,237.56
192.168.0.4,2022-11-01,2022-11-01 19:15:00+01:00,151100.0,154160.0,-0.9896,-13000.0,237.82,237.64,237.815
192.168.0.4,2022-11-01,2022-11-01 19:30:00+01:00,154640.0,155453.0,-0.9879,-11853.0,238.25,238.0333,238.33
192.168.0.4,2022-11-01,2022-11-01 19:45:00+01:00,160640.0,162520.0,-0.9868,-12080.0,238.3,238.255,238.39
192.168.0.4,2022-11-01,2022-11-01 20:00:00+01:00,127080.0,130600.0,-0.9827,-11400.0,239.07,238.8,239.22
192.168.0.4,2022-11-01,2022-11-01 20:15:00+01:00,135880.0,138680.0,-0.9833,-13920.0,239.42,239.14,239.55
192.168.0.4,2022-11-01,2022-11-01 20:30:00+01:00,135020.0,137960.0,-0.9823,-14460.0,238.57,237.99,238.8
192.168.0.4,2022-11-01,2022-11-01 20:45:00+01:00,132300.0,131080.0,-0.9844,-15900.0,238.795,238.435,238.95
192.168.0.4,2022-11-01,2022-11-01 21:00:00+01:00,122640.0,125880.0,-0.9855,-14480.0,239.115,238.745,239.055
192.168.0.4,2022-11-01,2022-11-01 21:15:00+01:00,118360.0,120120.0,-0.983,-13960.0,238.805,238.84,239.115
192.168.0.4,2022-11-01,2022-11-01 21:30:00+01:00,101740.0,103020.0,-0.9797,-13280.0,239.01,239.15,239.25
192.168.0.4,2022-11-01,2022-11-01 21:45:00+01:00,97200.0,102400.0,-0.9757,-15320.0,238.3,238.01,238.38
192.168.0.4,2022-11-01,2022-11-01 22:00:00+01:00,107120.0,108200.0,-0.9799,-13880.0,238.27,238.01,238.09
192.168.0.4,2022-11-01,2022-11-01 22:30:00+01:00,105460.0,109780.0,-0.98,-12960.0,237.85,237.49,237.965
192.168.0.4,2022-11-01,2022-11-01 22:45:00+01:00,96960.0,98800.0,-0.9746,-14480.0,238.77,238.54,238.8
192.168.0.4,2022-11-01,2022-11-01 23:15:00+01:00,87940.0,90720.0,-0.971,-15580.0,239.235,239.16,239.265
192.168.0.4,2022-11-01,2022-11-01 23:30:00+01:00,75347.0,78080.0,-0.9629,-15133.0,239.38,239.28,239.54
192.168.0.4,2022-11-01,2022-11-01 23:45:00+01:00,70360.0,73900.0,-0.9574,-15780.0,239.815,239.8,240.02
192.168.0.4,2022-11-02,2022-11-02 00:00:00+01:00,76013.0,77827.0,-0.9686,-13973.0,239.8567,239.81,239.96
192.168.0.4,2022-11-02,2022-11-02 00:15:00+01:00,72840.0,75520.0,-0.9632,-14140.0,239.55,239.545,239.55
192.168.0.4,2022-11-02,2022-11-02 00:30:00+01:00,71000.0,73867.0,-0.9577,-14933.0,239.3033,239.38,239.7333
192.168.0.4,2022-11-02,2022-11-02 00:45:00+01:00,63300.0,66520.0,-0.95,-15060.0,239.635,239.68,240.145
192.168.0.4,2022-11-02,2022-11-02 01:00:00+01:00,67960.0,71460.0,-0.9534,-14160.0,239.83,239.935,240.275
192.168.0.4,2022-11-02,2022-11-02 01:15:00+01:00,65760.0,68620.0,-0.9557,-13780.0,240.215,240.335,240.38
192.168.0.4,2022-11-02,2022-11-02 01:30:00+01:00,65587.0,67747.0,-0.9551,-13827.0,239.98,240.15,240.2967
192.168.0.4,2022-11-02,2022-11-02 01:45:00+01:00,59660.0,62040.0,-0.9496,-13240.0,240.335,240.23,240.485
192.168.0.4,2022-11-02,2022-11-02 02:00:00+01:00,64200.0,67000.0,-0.958,-14340.0,240.305,240.25,240.675
192.168.0.4,2022-11-02,2022-11-02 02:15:00+01:00,60340.0,63120.0,-0.9495,-14420.0,240.76,240.73,240.87
192.168.0.4,2022-11-02,2022-11-02 02:30:00+01:00,63600.0,65660.0,-0.9536,-14960.0,240.69,240.75,240.995
192.168.0.4,2022-11-02,2022-11-02 02:45:00+01:00,61940.0,65660.0,-0.9529,-14800.0,240.66,240.585,240.805
192.168.0.4,2022-11-02,2022-11-02 03:00:00+01:00,54440.0,58173.0,-0.9398,-15680.0,240.9233,240.7833,241.1067
192.168.0.4,2022-11-02,2022-11-02 03:15:00+01:00,53300.0,57160.0,-0.9334,-16020.0,240.76,240.85,241.06
192.168.0.4,2022-11-02,2022-11-02 03:30:00+01:00,58260.0,61640.0,-0.9485,-15100.0,240.775,240.73,240.945
192.168.0.4,2022-11-02,2022-11-02 03:45:00+01:00,57660.0,61780.0,-0.9482,-15040.0,240.53,240.405,240.725
192.168.0.4,2022-11-02,2022-11-02 04:00:00+01:00,58013.0,60600.0,-0.9523,-13773.0,240.76,240.5867,240.9133
192.168.0.4,2022-11-02,2022-11-02 04:15:00+01:00,59920.0,63400.0,-0.9591,-12300.0,240.74,240.705,240.925
192.168.0.4,2022-11-02,2022-11-02 04:30:00+01:00,57220.0,60360.0,-0.9498,-12900.0,240.71,240.62,240.865
192.168.0.4,2022-11-02,2022-11-02 04:45:00+01:00,55640.0,59140.0,-0.9433,-14660.0,240.75,240.77,240.78
192.168.0.4,2022-11-02,2022-11-02 05:00:00+01:00,59413.0,62680.0,-0.951,-13867.0,240.3,240.3667,240.6333
192.168.0.4,2022-11-02,2022-11-02 05:15:00+01:00,69400.0,72160.0,-0.9685,-11920.0,240.74,240.65,240.79
192.168.0.4,2022-11-02,2022-11-02 05:30:00+01:00,63640.0,66980.0,-0.9599,-11280.0,240.705,240.53,240.865
192.168.0.4,2022-11-02,2022-11-02 05:45:00+01:00,59000.0,62200.0,-0.9442,-14200.0,240.38,240.44,240.83
192.168.0.4,2022-11-02,2022-11-02 06:00:00+01:00,64560.0,67640.0,-0.954,-13840.0,239.04,239.2133,239.3333
192.168.0.4,2022-11-02,2022-11-02 06:15:00+01:00,69040.0,72920.0,-0.9582,-15180.0,238.91,239.1,239.37
192.168.0.4,2022-11-02,2022-11-02 06:30:00+01:00,71080.0,73320.0,-0.9586,-15440.0,238.9967,238.72,239.58
192.168.0.4,2022-11-02,2022-11-02 06:45:00+01:00,74440.0,77400.0,-0.9664,-14200.0,237.285,237.77,237.75
192.168.0.4,2022-11-02,2022-11-02 07:00:00+01:00,81213.0,83747.0,-0.9702,-13600.0,238.4867,238.7167,238.8533
192.168.0.4,2022-11-02,2022-11-02 07:15:00+01:00,79920.0,81040.0,-0.9701,-13660.0,237.84,238.11,238.41
192.168.0.4,2022-11-02,2022-11-02 07:30:00+01:00,94240.0,96547.0,-0.9775,-12253.0,238.12,238.0833,238.4933
192.168.0.4,2022-11-02,2022-11-02 07:45:00+01:00,90560.0,93800.0,-0.9787,-13880.0,238.17,238.42,238.72
192.168.0.4,2022-11-02,2022-11-02 08:00:00+01:00,94620.0,93580.0,-0.9762,-12040.0,238.45,238.43,238.67
192.168.0.4,2022-11-02,2022-11-02 08:15:00+01:00,115320.0,111800.0,-0.9894,-9800.0,238.65,236.96,238.3
192.168.0.4,2022-11-02,2022-11-02 08:30:00+01:00,104493.0,104493.0,-0.9826,-12280.0,237.9567,237.8233,238.41
192.168.0.4,2022-11-02,2022-11-02 08:45:00+01:00,99400.0,99580.0,-0.981,-12380.0,238.54,238.33,238.78
192.168.0.4,2022-11-02,2022-11-02 09:00:00+01:00,92360.0,93280.0,-0.9785,-11800.0,238.4333,238.2867,238.6867
192.168.0.4,2022-11-02,2022-11-02 09:15:00+01:00,83080.0,86880.0,-0.9709,-11560.0,237.89,237.74,238.27
192.168.0.4,2022-11-02,2022-11-02 09:30:00+01:00,95467.0,96360.0,-0.9825,-10627.0,238.71,238.44,238.8467
192.168.0.4,2022-11-02,2022-11-02 09:45:00+01:00,103720.0,104400.0,-0.9845,-9800.0,238.6,238.3,238.17
192.168.0.4,2022-11-02,2022-11-02 10:00:00+01:00,92280.0,95880.0,-0.9807,-12200.0,239.22,238.81,239.09
192.168.0.4,2022-11-02,2022-11-02 10:15:00+01:00,74380.0,77340.0,-0.9692,-11700.0,239.495,239.245,239.57
192.168.0.4,2022-11-02,2022-11-02 10:30:00+01:00,73293.0,77293.0,-0.9726,-9640.0,239.4967,239.5,239.64
192.168.0.4,2022-11-02,2022-11-02 10:45:00+01:00,71380.0,70160.0,-0.9638,-11800.0,239.88,239.41,239.68
192.168.0.4,2022-11-02,2022-11-02 11:00:00+01:00,76540.0,78560.0,-0.9688,-12120.0,240.065,240.055,240.185
192.168.0.4,2022-11-02,2022-11-02 11:15:00+01:00,70700.0,73660.0,-0.9674,-9920.0,239.735,239.8,239.72
192.168.0.4,2022-11-02,2022-11-02 11:30:00+01:00,63413.0,66627.0,-0.9381,-11853.0,239.91,240.0433,240.31
192.168.0.4,2022-11-02,2022-11-02 11:45:00+01:00,80140.0,84400.0,-0.9707,-9480.0,239.885,239.975,240.08
192.168.0.4,2022-11-02,2022-11-02 12:00:00+01:00,66640.0,68040.0,-0.9486,-11060.0,240.005,240.37,240.76
192.168.0.4,2022-11-02,2022-11-02 12:15:00+01:00,47540.0,59500.0,-0.8831,-13660.0,240.2,240.125,240.525
192.168.0.4,2022-11-02,2022-11-02 12:30:00+01:00,67613.0,71867.0,-0.9398,-14933.0,239.33,239.24,239.4067
192.168.0.4,2022-11-02,2022-11-02 12:45:00+01:00,45360.0,48560.0,-0.897,-15960.0,239.05,239.13,239.29
192.168.0.4,2022-11-02,2022-11-02 13:00:00+01:00,56547.0,61053.0,-0.9329,-15613.0,238.44,238.2633,238.7333
192.168.0.4,2022-11-02,2022-11-02 13:15:00+01:00,56100.0,60480.0,-0.9418,-12660.0,238.61,238.555,238.885
192.168.0.4,2022-11-02,2022-11-02 13:30:00+01:00,57260.0,57920.0,-0.9306,-13120.0,238.775,238.48,238.985
192.168.0.4,2022-11-02,2022-11-02 13:45:00+01:00,43920.0,49800.0,-0.902,-12640.0,238.53,238.72,238.84
192.168.0.4,2022-11-02,2022-11-02 14:00:00+01:00,50547.0,52187.0,-0.9313,-12240.0,238.3167,238.4,238.7133
192.168.0.4,2022-11-02,2022-11-02 14:15:00+01:00,67360.0,67800.0,-0.9691,-12120.0,237.74,237.77,237.98
192.168.0.4,2022-11-02,2022-11-02 14:30:00+01:00,63600.0,68400.0,-0.9459,-13467.0,237.5867,237.74,237.9333
192.168.0.4,2022-11-02,2022-11-02 14:45:00+01:00,62880.0,65200.0,-0.9444,-13740.0,238.125,238.095,238.435
192.168.0.4,2022-11-02,2022-11-02 15:00:00+01:00,58827.0,62133.0,-0.9394,-12707.0,238.1,238.1567,238.38
192.168.0.4,2022-11-02,2022-11-02 15:15:00+01:00,68360.0,70040.0,-0.9619,-12720.0,237.82,237.38,238.03
192.168.0.4,2022-11-02,2022-11-02 15:30:00+01:00,74960.0,79347.0,-0.9621,-15147.0,237.6567,237.3267,237.6533
192.168.0.4,2022-11-02,2022-11-02 15:45:00+01:00,72580.0,76940.0,-0.9499,-14800.0,237.32,237.395,237.61
192.168.0.4,2022-11-02,2022-11-02 16:00:00+01:00,72560.0,75480.0,-0.9615,-15520.0,237.17,237.045,237.39
192.168.0.4,2022-11-02,2022-11-02 16:15:00+01:00,72900.0,77540.0,-0.948,-16480.0,236.375,236.265,236.825
192.168.0.4,2022-11-02,2022-11-02 16:30:00+01:00,78240.0,83293.0,-0.9536,-16267.0,235.7133,235.7333,236.0
192.168.0.4,2022-11-02,2022-11-02 16:45:00+01:00,87080.0,91360.0,-0.9596,-16360.0,238.045,238.075,238.22
192.168.0.4,2022-11-02,2022-11-02 17:00:00+01:00,96787.0,100467.0,-0.9662,-15653.0,237.7967,237.8167,238.0867
192.168.0.4,2022-11-02,2022-11-02 17:15:00+01:00,107820.0,111140.0,-0.9764,-15460.0,236.205,236.33,236.525
192.168.0.4,2022-11-02,2022-11-02 17:30:00+01:00,128440.0,130027.0,-0.984,-13253.0,235.4467,235.5033,235.5467
192.168.0.4,2022-11-02,2022-11-02 17:45:00+01:00,139440.0,142020.0,-0.9886,-11700.0,236.01,236.115,236.11
192.168.0.4,2022-11-02,2022-11-02 18:00:00+01:00,149640.0,152460.0,-0.9908,-12980.0,236.19,236.235,236.47
192.168.0.4,2022-11-02,2022-11-02 18:15:00+01:00,177320.0,177720.0,-0.9845,-12560.0,236.49,236.34,237.05
192.168.0.4,2022-11-02,2022-11-02 18:30:00+01:00,165587.0,170280.0,-0.9885,-11560.0,236.5933,236.6867,236.9233
192.168.0.4,2022-11-02,2022-11-02 18:45:00+01:00,164800.0,164140.0,-0.9892,-10260.0,237.0,236.975,237.1
192.168.0.4,2022-11-02,2022-11-02 19:00:00+01:00,182933.0,183493.0,-0.9907,-9187.0,237.2833,237.11,237.5933
192.168.0.4,2022-11-02,2022-11-02 19:15:00+01:00,171160.0,173320.0,-0.9898,-12840.0,238.03,237.47,238.27
192.168.0.4,2022-11-02,2022-11-02 19:30:00+01:00,142020.0,143360.0,-0.9886,-11100.0,238.165,237.955,238.24
192.168.0.4,2022-11-02,2022-11-02 19:45:00+01:00,126960.0,134880.0,-0.981,-15000.0,237.82,237.77,238.48
192.168.0.4,2022-11-02,2022-11-02 20:00:00+01:00,142120.0,144440.0,-0.9842,-13740.0,238.105,238.14,238.455
192.168.0.4,2022-11-02,2022-11-02 20:15:00+01:00,154560.0,160560.0,-0.9802,-14680.0,236.59,236.87,236.96
192.168.0.4,2022-11-02,2022-11-02 20:30:00+01:00,137120.0,140780.0,-0.982,-15820.0,237.2,237.39,237.405
192.168.0.4,2022-11-02,2022-11-02 21:15:00+01:00,128520.0,132240.0,-0.9808,-15320.0,238.33,238.07,239.01
192.168.0.4,2022-11-02,2022-11-02 21:30:00+01:00,118340.0,118900.0,-0.9818,-17140.0,238.48,238.3,238.78
192.168.0.4,2022-11-02,2022-11-02 21:45:00+01:00,107480.0,110320.0,-0.9764,-16280.0,238.38,238.3,238.36
192.168.0.4,2022-11-02,2022-11-02 22:00:00+01:00,113800.0,116480.0,-0.9782,-16640.0,238.38,238.38,238.48
192.168.0.4,2022-11-02,2022-11-02 22:15:00+01:00,121100.0,123500.0,-0.9806,-16560.0,238.39,238.27,238.435
192.168.0.4,2022-11-02,2022-11-02 22:30:00+01:00,108880.0,111580.0,-0.9738,-16100.0,238.02,238.23,238.36
192.168.0.4,2022-11-02,2022-11-02 22:45:00+01:00,104680.0,107380.0,-0.9802,-14360.0,238.415,238.235,238.69
192.168.0.4,2022-11-02,2022-11-02 23:00:00+01:00,100820.0,102500.0,-0.978,-16300.0,238.705,238.54,238.75
192.168.0.4,2022-11-02,2022-11-02 23:30:00+01:00,89620.0,91780.0,-0.9759,-14300.0,239.455,239.26,239.68
192.168.0.4,2022-11-02,2022-11-02 23:45:00+01:00,81340.0,84140.0,-0.9728,-14160.0,239.905,239.865,240.135
192.168.0.4,2022-11-03,2022-11-03 00:00:00+01:00,82560.0,85080.0,-0.971,-15940.0,239.37,239.49,239.885
192.168.0.4,2022-11-03,2022-11-03 00:15:00+01:00,79380.0,81960.0,-0.9684,-15020.0,239.655,239.365,239.445
192.168.0.4,2022-11-03,2022-11-03 00:30:00+01:00,67120.0,70373.0,-0.9526,-15067.0,239.84,239.8867,240.2767
192.168.0.4,2022-11-03,2022-11-03 00:45:00+01:00,62660.0,66020.0,-0.9484,-16060.0,240.02,240.125,240.41
192.168.0.4,2022-11-03,2022-11-03 01:00:00+01:00,60820.0,64760.0,-0.9408,-16520.0,240.275,240.315,240.63
192.168.0.4,2022-11-03,2022-11-03 01:15:00+01:00,66360.0,69720.0,-0.9545,-15520.0,240.55,240.46,240.79
192.168.0.4,2022-11-03,2022-11-03 01:30:00+01:00,59440.0,65280.0,-0.9478,-15600.0,240.94,240.91,241.19
192.168.0.4,2022-11-03,2022-11-03 01:45:00+01:00,61440.0,64840.0,-0.9468,-15720.0,241.24,241.12,241.39
192.168.0.4,2022-11-03,2022-11-03 02:00:00+01:00,63680.0,67740.0,-0.9472,-16080.0,241.075,241.075,241.285
192.168.0.4,2022-11-03,2022-11-03 02:15:00+01:00,60640.0,63400.0,-0.948,-14300.0,241.385,241.4,241.73
192.168.0.4,2022-11-03,2022-11-03 02:30:00+01:00,55980.0,59940.0,-0.937,-15800.0,241.51,241.5,241.735
192.168.0.4,2022-11-03,2022-11-03 02:45:00+01:00,63920.0,66860.0,-0.9562,-14420.0,241.105,241.18,241.415
192.168.0.4,2022-11-03,2022-11-03 03:00:00+01:00,63333.0,66533.0,-0.9514,-14680.0,240.97,240.99,241.26
192.168.0.4,2022-11-03,2022-11-03 03:15:00+01:00,59147.0,62800.0,-0.9443,-15867.0,241.3167,241.33,241.56
192.168.0.4,2022-11-03,2022-11-03 03:30:00+01:00,59120.0,63060.0,-0.9479,-14920.0,240.97,240.845,241.19
192.168.0.4,2022-11-03,2022-11-03 03:45:00+01:00,58080.0,61693.0,-0.9476,-13920.0,241.0033,240.99,241.2633
192.168.0.4,2022-11-03,2022-11-03 04:00:00+01:00,61360.0,64520.0,-0.9518,-14760.0,241.075,240.945,241.27
192.168.0.4,2022-11-03,2022-11-03 04:15:00+01:00,58147.0,61933.0,-0.948,-14493.0,241.0167,240.97,241.24
192.168.0.4,2022-11-03,2022-11-03 04:30:00+01:00,57980.0,61260.0,-0.9462,-14480.0,240.845,240.83,241.075
192.168.0.4,2022-11-03,2022-11-03 04:45:00+01:00,53987.0,58493.0,-0.9395,-14560.0,240.7233,240.7367,240.94
192.168.0.4,2022-11-03,2022-11-03 05:00:00+01:00,56980.0,59120.0,-0.9413,-15380.0,240.59,240.495,240.66
192.168.0.4,2022-11-03,2022-11-03 05:15:00+01:00,53360.0,57480.0,-0.9307,-17020.0,240.055,239.995,240.44
192.168.0.4,2022-11-03,2022-11-03 05:30:00+01:00,60760.0,63880.0,-0.9548,-14640.0,239.74,239.575,239.795
