ip,day,ts,active,apparent,cos_phi,reactive,tension1_2,tension2_3,tension3_1
192.168.0.4,2022-11-02,2022-11-02 11:00:00+01:00,71667.0,74791.0,-0.9587,-10956.0,239.9,239.9767,240.1
192.168.0.4,2022-11-02,2022-11-02 12:00:00+01:00,59570.0,64905.0,-0.9225,-13775.0,239.6812,239.73,240.01
192.168.0.4,2022-11-02,2022-11-02 13:00:00+01:00,55035.0,58720.0,-0.9307,-13880.0,238.5775,238.4475,238.8475
192.168.0.4,2022-11-02,2022-11-02 14:00:00+01:00,59507.0,62218.0,-0.9433,-12969.0,237.9667,238.0422,238.31
192.168.0.4,2022-11-02,2022-11-02 15:00:00+01:00,68320.0,72040.0,-0.9518,-13987.0,237.7478,237.6244,237.9278
192.168.0.4,2022-11-02,2022-11-02 16:00:00+01:00,77756.0,82071.0,-0.9554,-16169.0,236.7022,236.6633,236.9856
192.168.0.4,2022-11-02,2022-11-02 17:00:00+01:00,117020.0,119780.0,-0.9781,-14104.0,236.416,236.485,236.617
192.168.0.4,2022-11-02,2022-11-02 18:00:00+01:00,162870.0,165220.0,-0.9887,-11715.0,236.5812,236.6025,236.87
192.168.0.4,2022-11-02,2022-11-02 19:00:00+01:00,161566.0,163629.0,-0.9886,-11086.0,237.7186,237.4971,238.0014
192.168.0.4,2022-11-02,2022-11-02 20:00:00+01:00,142608.0,146200.0,-0.9825,-14760.0,237.44,237.586,237.736
192.168.0.4,2022-11-02,2022-11-02 21:00:00+01:00,118170.0,120090.0,-0.9802,-16470.0,238.4175,238.2425,238.7325
192.168.0.4,2022-11-02,2022-11-02 22:00:00+01:00,111874.0,114486.0,-0.9782,-15811.0,238.29,238.2643,238.4929
192.168.0.4,2022-11-02,2022-11-02 23:00:00+01:00,90593.0,92807.0,-0.9756,-14920.0,239.355,239.2217,239.5217
192.168.0.4,2022-11-03,2022-11-03 00:00:00+01:00,72284.0,75249.0,-0.9593,-15471.0,239.7344,239.7356,240.0344
192.168.0.4,2022-11-03,2022-11-03 01:00:00+01:00,61387.0,65773.0,-0.9464,-15913.0,240.7033,240.6717,240.97
192.168.0.4,2022-11-03,2022-11-03 02:00:00+01:00,61055.0,64485.0,-0.9471,-15150.0,241.2687,241.2887,241.5412
192.168.0.4,2022-11-03,2022-11-03 03:00:00+01:00,59993.0,63564.0,-0.9478,-14840.0,241.0736,241.0564,241.33
192.168.0.4,2022-11-03,2022-11-03 04:00:00+01:00,57508.0,61284.0,-0.9458,-14564.0,240.906,240.867,241.123
192.168.0.4,2022-11-03,2022-11-03 05:00:00+01:00,58555.0,61210.0,-0.9457,-15240.0,239.9562,239.84,240.105
192.168.0.4,2022-11-03,2022-11-03 06:00:00+01:00,67160.0,69951.0,-0.9585,-14778.0,237.4411,237.2589,237.5467
192.168.0.4,2022-11-03,2022-11-03 07:00:00+01:00,86211.0,88560.0,-0.9696,-13811.0,235.9314,235.9514,236.3057
192.168.0.4,2022-11-03,2022-11-03 08:00:00+01:00,105848.0,106836.0,-0.9832,-12096.0,236.483,236.449,236.566
192.168.0.4,2022-11-03,2022-11-03 09:00:00+01:00,108540.0,109936.0,-0.9786,-13040.0,237.245,237.191,237.096
192.168.0.4,2022-11-03,2022-11-03 10:00:00+01:00,92460.0,94620.0,-0.9736,-11324.0,237.715,237.79,237.697
192.168.0.4,2022-11-03,2022-11-03 11:00:00+01:00,82051.0,85022.0,-0.9698,-12753.0,238.9691,238.9091,238.9927
192.168.0.4,2022-11-03,2022-11-03 12:00:00+01:00,80147.0,81511.0,-0.966,-12578.0,239.4911,239.4678,239.6233
192.168.0.4,2022-11-03,2022-11-03 13:00:00+01:00,112212.0,112880.0,-0.9831,-12560.0,237.358,237.313,237.41
192.168.0.4,2022-11-03,2022-11-03 14:00:00+01:00,88576.0,89384.0,-0.9744,-12264.0,237.821,237.77,237.734
192.168.0.4,2022-11-03,2022-11-03 15:00:00+01:00,95813.0,97289.0,-0.9769,-12307.0,237.9533,237.8755,238.1289
192.168.0.4,2022-11-03,2022-11-03 16:00:00+01:00,101929.0,104600.0,-0.9789,-12084.0,238.0311,237.9789,238.1822
192.168.0.4,2022-11-03,2022-11-03 17:00:00+01:00,116724.0,118180.0,-0.985,-11396.0,237.025,236.739,236.951
192.168.0.4,2022-11-03,2022-11-03 18:00:00+01:00,155520.0,156332.0,-0.9897,-12856.0,236.555,236.558,236.569
192.168.0.4,2022-11-03,2022-11-03 19:00:00+01:00,162960.0,164465.0,-0.9923,-12485.0,237.5187,237.41,237.4712
192.168.0.4,2022-11-03,2022-11-03 20:00:00+01:00,141227.0,144353.0,-0.9881,-14300.0,238.2233,238.0683,238.1717
192.168.0.4,2022-11-03,2022-11-03 21:00:00+01:00,125536.0,128048.0,-0.9869,-14344.0,236.812,236.686,236.576
192.168.0.4,2022-11-03,2022-11-03 22:00:00+01:00,115720.0,115960.0,-0.9844,-14680.0,237.335,237.22,237.05
192.168.0.4,2022-11-03,2022-11-03 23:00:00+01:00,86216.0,88768.0,-0.9728,-13672.0,238.344,238.298,238.304
192.168.0.4,2022-11-04,2022-11-04 00:00:00+01:00,73590.0,76240.0,-0.9634,-14335.0,240.0587,239.8625,239.785
192.168.0.4,2022-11-04,2022-11-04 01:00:00+01:00,69967.0,73207.0,-0.9604,-14073.0,241.085,240.8783,240.825
192.168.0.4,2022-11-04,2022-11-04 02:00:00+01:00,62580.0,65940.0,-0.9501,-14668.0,241.592,241.42,241.301
192.168.0.4,2022-11-04,2022-11-04 03:00:00+01:00,62427.0,65502.0,-0.9506,-14533.0,241.7633,241.6133,241.5378
192.168.0.4,2022-11-04,2022-11-04 04:00:00+01:00,59365.0,62835.0,-0.9475,-14020.0,241.12,240.9012,240.8425
192.168.0.4,2022-11-04,2022-11-04 05:00:00+01:00,63416.0,67224.0,-0.9559,-14172.0,240.905,240.728,240.81
192.168.0.4,2022-11-04,2022-11-04 06:00:00+01:00,71900.0,73564.0,-0.9639,-14100.0,237.43,237.339,237.383
192.168.0.4,2022-11-04,2022-11-04 07:00:00+01:00,96430.0,98020.0,-0.9821,-12215.0,235.87,235.775,235.9962
192.168.0.4,2022-11-04,2022-11-04 08:00:00+01:00,105532.0,107740.0,-0.9851,-12416.0,235.437,235.298,235.438
192.168.0.4,2022-11-04,2022-11-04 09:00:00+01:00,115500.0,118580.0,-0.9802,-13924.0,237.454,237.402,237.427
192.168.0.4,2022-11-04,2022-11-04 10:00:00+01:00,124280.0,125080.0,-0.9856,-11968.0,237.181,237.222,237.187
192.168.0.4,2022-11-04,2022-11-04 11:00:00+01:00,109556.0,110864.0,-0.9814,-11340.0,237.324,237.489,237.536
192.168.0.4,2022-11-04,2022-11-04 12:00:00+01:00,102108.0,105148.0,-0.9805,-12676.0,238.081,238.106,238.264
192.168.0.4,2022-11-04,2022-11-04 13:00:00+01:00,98876.0,99936.0,-0.9807,-12304.0,239.353,239.349,239.48
192.168.0.4,2022-11-04,2022-11-04 14:00:00+01:00,93176.0,94940.0,-0.975,-13216.0,240.174,240.016,240.346
192.168.0.4,2022-11-04,2022-11-04 15:00:00+01:00,96160.0,98896.0,-0.9755,-14996.0,239.788,239.555,239.902
192.168.0.4,2022-11-04,2022-11-04 16:00:00+01:00,99068.0,100684.0,-0.9762,-15768.0,239.179,238.979,239.361
192.168.0.4,2022-11-04,2022-11-04 17:00:00+01:00,111236.0,113068.0,-0.9793,-15980.0,237.793,237.789,237.999
192.168.0.4,2022-11-04,2022-11-04 18:00:00+01:00,142690.0,145095.0,-0.9869,-15585.0,237.1525,237.1612,237.3537
192.168.0.4,2022-11-04,2022-11-04 19:00:00+01:00,163216.0,164112.0,-0.9901,-14272.0,237.382,237.656,237.75
192.168.0.4,2022-11-04,2022-11-04 20:00:00+01:00,139256.0,141824.0,-0.9838,-14016.0,239.038,239.276,239.266
192.168.0.4,2022-11-04,2022-11-04 21:00:00+01:00,116873.0,119727.0,-0.9816,-16287.0,238.3317,238.3433,238.4317
192.168.0.4,2022-11-04,2022-11-04 22:00:00+01:00,104765.0,107410.0,-0.9805,-15260.0,238.145,238.0162,238.2187
192.168.0.4,2022-11-04,2022-11-04 23:00:00+01:00,92880.0,94510.0,-0.9739,-15380.0,239.3625,239.0225,239.2225
192.168.0.4,2022-11-05,2022-11-05 00:00:00+01:00,82493.0,85400.0,-0.9706,-14662.0,240.8422,240.4344,240.4956
192.168.0.4,2022-11-05,2022-11-05 01:00:00+01:00,72063.0,74954.0,-0.959,-15240.0,242.5414,242.2671,242.2428
192.168.0.4,2022-11-05,2022-11-05 02:00:00+01:00,59349.0,62520.0,-0.9515,-13103.0,243.2657,243.0857,243.0071
192.168.0.4,2022-11-05,2022-11-05 03:00:00+01:00,56888.0,60744.0,-0.9496,-13160.0,243.506,243.284,243.304
192.168.0.4,2022-11-05,2022-11-05 04:00:00+01:00,59205.0,62810.0,-0.9491,-14065.0,241.1362,240.8575,240.925
192.168.0.4,2022-11-05,2022-11-05 05:00:00+01:00,61200.0,64055.0,-0.9524,-14715.0,240.7375,240.395,240.5425
192.168.0.4,2022-11-05,2022-11-05 06:00:00+01:00,62880.0,66270.0,-0.9505,-14415.0,238.7787,238.545,238.7787
192.168.0.4,2022-11-05,2022-11-05 07:00:00+01:00,76736.0,79912.0,-0.9723,-11616.0,238.056,237.894,238.06
192.168.0.4,2022-11-05,2022-11-05 08:00:00+01:00,91789.0,92474.0,-0.9805,-10103.0,237.9728,237.8229,237.8871
192.168.0.4,2022-11-05,2022-11-05 09:00:00+01:00,96500.0,98510.0,-0.9832,-9990.0,236.8425,236.4775,236.645
192.168.0.4,2022-11-05,2022-11-05 10:00:00+01:00,102187.0,103313.0,-0.9838,-10140.0,236.1,235.875,235.8333
192.168.0.4,2022-11-05,2022-11-05 11:00:00+01:00,89520.0,90851.0,-0.9787,-8183.0,237.2314,236.9771,237.0943
192.168.0.4,2022-11-05,2022-11-05 12:00:00+01:00,97809.0,98769.0,-0.9756,-10373.0,237.3156,237.2967,237.3578
192.168.0.4,2022-11-05,2022-11-05 13:00:00+01:00,103715.0,105805.0,-0.9824,-10270.0,237.2687,237.06,237.0675
192.168.0.4,2022-11-05,2022-11-05 14:00:00+01:00,87455.0,89350.0,-0.9783,-11030.0,237.925,237.5775,237.6312
192.168.0.4,2022-11-05,2022-11-05 15:00:00+01:00,104069.0,104937.0,-0.9808,-11503.0,237.3429,237.2429,237.3457
192.168.0.4,2022-11-05,2022-11-05 16:00:00+01:00,109550.0,111835.0,-0.9789,-12220.0,236.8887,236.9262,237.055
192.168.0.4,2022-11-05,2022-11-05 17:00:00+01:00,132400.0,135251.0,-0.9862,-13869.0,236.3129,236.0957,236.2357
192.168.0.4,2022-11-05,2022-11-05 18:00:00+01:00,169655.0,171405.0,-0.9902,-13115.0,236.5037,236.4887,236.505
192.168.0.4,2022-11-05,2022-11-05 19:00:00+01:00,159340.0,161970.0,-0.9864,-11470.0,237.5925,237.5725,237.57
192.168.0.4,2022-11-05,2022-11-05 20:00:00+01:00,142480.0,144891.0,-0.9893,-13954.0,236.8157,236.4671,236.81
192.168.0.4,2022-11-05,2022-11-05 21:00:00+01:00,121573.0,123580.0,-0.9834,-15287.0,239.1533,238.915,239.205
192.168.0.4,2022-11-05,2022-11-05 22:00:00+01:00,117573.0,119427.0,-0.9829,-15693.0,239.785,239.57,239.7967
192.168.0.4,2022-11-05,2022-11-05 23:00:00+01:00,102736.0,104800.0,-0.9813,-15104.0,239.922,239.498,239.786
192.168.0.4,2022-11-06,2022-11-06 00:00:00+01:00,87050.0,89465.0,-0.9728,-15490.0,240.605,240.3975,240.56
192.168.0.4,2022-11-06,2022-11-06 01:00:00+01:00,76764.0,79858.0,-0.9652,-15538.0,240.1389,239.9022,240.2556
192.168.0.4,2022-11-06,2022-11-06 02:00:00+01:00,69460.0,72545.0,-0.9559,-15910.0,240.26,240.1512,240.2575
192.168.0.4,2022-11-06,2022-11-06 03:00:00+01:00,58756.0,63100.0,-0.938,-16416.0,240.024,240.043,240.084
192.168.0.4,2022-11-06,2022-11-06 04:00:00+01:00,59365.0,62770.0,-0.9454,-15240.0,239.3025,239.1337,239.2012
192.168.0.4,2022-11-06,2022-11-06 05:00:00+01:00,65511.0,68453.0,-0.9529,-15493.0,239.3878,239.3055,239.3955
192.168.0.4,2022-11-06,2022-11-06 06:00:00+01:00,67383.0,71377.0,-0.9516,-15851.0,238.3457,238.3043,238.52
192.168.0.4,2022-11-06,2022-11-06 07:00:00+01:00,73649.0,76893.0,-0.9632,-13711.0,238.4811,238.3522,238.6478
192.168.0.4,2022-11-06,2022-11-06 08:00:00+01:00,93890.0,95955.0,-0.9746,-11590.0,238.2625,238.2162,238.4537
192.168.0.4,2022-11-06,2022-11-06 09:00:00+01:00,99955.0,101450.0,-0.9777,-11115.0,236.8525,236.7362,237.0325
192.168.0.4,2022-11-06,2022-11-06 10:00:00+01:00,110817.0,112349.0,-0.9823,-10869.0,235.5471,235.3714,235.42
192.168.0.4,2022-11-06,2022-11-06 11:00:00+01:00,114320.0,116470.0,-0.9861,-9370.0,234.3775,233.915,234.2012
192.168.0.4,2022-11-06,2022-11-06 12:00:00+01:00,129320.0,130965.0,-0.9883,-6130.0,234.9437,234.7612,234.7562
192.168.0.4,2022-11-06,2022-11-06 13:00:00+01:00,126920.0,128587.0,-0.99,-7782.0,235.4189,235.0789,235.2455
192.168.0.4,2022-11-06,2022-11-06 14:00:00+01:00,118847.0,121227.0,-0.986,-11027.0,236.5233,236.0783,236.3317
192.168.0.4,2022-11-06,2022-11-06 15:00:00+01:00,129160.0,130855.0,-0.989,-9515.0,236.7725,236.4325,236.6737
192.168.0.4,2022-11-06,2022-11-06 16:00:00+01:00,135951.0,135951.0,-0.9891,-10378.0,237.6211,237.1978,237.5889
192.168.0.4,2022-11-06,2022-11-06 17:00:00+01:00,149040.0,150525.0,-0.9905,-11375.0,237.3962,237.0837,237.095
192.168.0.4,2022-11-06,2022-11-06 18:00:00+01:00,190356.0,191996.0,-0.9946,-11260.0,237.329,236.912,236.967
192.168.0.4,2022-11-06,2022-11-06 19:00:00+01:00,202513.0,204173.0,-0.9946,-9533.0,237.5683,237.375,237.4767
192.168.0.4,2022-11-06,2022-11-06 20:00:00+01:00,183291.0,184463.0,-0.9911,-11034.0,238.4814,238.2086,238.5886
192.168.0.4,2022-11-06,2022-11-06 21:00:00+01:00,158851.0,160497.0,-0.9899,-12520.0,238.6486,238.4614,238.4914
192.168.0.4,2022-11-06,2022-11-06 22:00:00+01:00,134533.0,136320.0,-0.9878,-13240.0,239.315,239.26,239.2767
192.168.0.4,2022-11-06,2022-11-06 23:00:00+01:00,98720.0,100670.0,-0.9802,-13110.0,239.8275,239.5325,239.745
192.168.0.4,2022-11-07,2022-11-07 00:00:00+01:00,82394.0,85011.0,-0.9699,-14011.0,240.6429,240.5257,240.7986
192.168.0.4,2022-11-07,2022-11-07 01:00:00+01:00,66834.0,69777.0,-0.9575,-14537.0,241.0186,240.8329,241.3
192.168.0.4,2022-11-07,2022-11-07 02:00:00+01:00,65430.0,68080.0,-0.9607,-13620.0,240.7,240.67,240.995
192.168.0.4,2022-11-07,2022-11-07 03:00:00+01:00,60156.0,62858.0,-0.9515,-14764.0,240.2067,240.1378,240.4544
192.168.0.4,2022-11-07,2022-11-07 04:00:00+01:00,55520.0,59029.0,-0.9448,-14434.0,239.8971,239.7671,240.14
192.168.0.4,2022-11-07,2022-11-07 05:00:00+01:00,60370.0,63350.0,-0.9552,-14320.0,238.74,238.5937,238.8975
192.168.0.4,2022-11-07,2022-11-07 06:00:00+01:00,78150.0,80700.0,-0.972,-12980.0,237.6675,237.655,238.0637
192.168.0.4,2022-11-07,2022-11-07 07:00:00+01:00,114055.0,115705.0,-0.9847,-13405.0,236.5425,236.3775,236.4562
192.168.0.4,2022-11-07,2022-11-07 08:00:00+01:00,122520.0,124302.0,-0.9868,-11600.0,236.1144,236.1611,236.2822
192.168.0.4,2022-11-07,2022-11-07 09:00:00+01:00,105008.0,106736.0,-0.9813,-12868.0,236.375,236.156,236.327
192.168.0.4,2022-11-07,2022-11-07 10:00:00+01:00,97908.0,98340.0,-0.9774,-13364.0,236.963,236.608,236.886
192.168.0.4,2022-11-07,2022-11-07 11:00:00+01:00,84044.0,85520.0,-0.9725,-13368.0,236.785,236.497,236.882
192.168.0.4,2022-11-07,2022-11-07 12:00:00+01:00,97449.0,100182.0,-0.9774,-13276.0,236.7389,236.4378,236.7178
192.168.0.4,2022-11-07,2022-11-07 13:00:00+01:00,100676.0,102660.0,-0.9798,-13216.0,236.643,236.358,236.741
192.168.0.4,2022-11-07,2022-11-07 14:00:00+01:00,93524.0,95780.0,-0.9749,-13916.0,237.254,236.965,237.129
192.168.0.4,2022-11-07,2022-11-07 15:00:00+01:00,89724.0,93218.0,-0.9711,-16698.0,237.5167,237.0067,237.3122
192.168.0.4,2022-11-07,2022-11-07 16:00:00+01:00,101551.0,104338.0,-0.9721,-18507.0,237.1422,236.6656,237.01
192.168.0.4,2022-11-07,2022-11-07 17:00:00+01:00,130965.0,132525.0,-0.9854,-17060.0,235.9062,235.5525,235.6475
192.168.0.4,2022-11-07,2022-11-07 18:00:00+01:00,199229.0,200886.0,-0.9929,-13897.0,236.0629,235.6529,236.0071
192.168.0.4,2022-11-07,2022-11-07 19:00:00+01:00,186530.0,188240.0,-0.9923,-13780.0,237.685,237.475,237.4412
192.168.0.4,2022-11-07,2022-11-07 20:00:00+01:00,160129.0,162400.0,-0.9907,-16173.0,238.0211,237.4611,237.7089
192.168.0.4,2022-11-07,2022-11-07 21:00:00+01:00,146453.0,148413.0,-0.989,-14360.0,238.8383,238.1333,238.6883
192.168.0.4,2022-11-07,2022-11-07 22:00:00+01:00,132913.0,134093.0,-0.9868,-16093.0,239.6633,239.4717,239.7583
192.168.0.4,2022-11-07,2022-11-07 23:00:00+01:00,105296.0,106760.0,-0.982,-14728.0,239.328,238.864,239.306
192.168.0.4,2022-11-08,2022-11-08 00:00:00+01:00,88137.0,90034.0,-0.9723,-16160.0,238.9986,238.6457,238.9471
192.168.0.4,2022-11-08,2022-11-08 01:00:00+01:00,74010.0,76755.0,-0.9642,-15305.0,239.8287,239.615,239.8487
192.168.0.4,2022-11-08,2022-11-08 02:00:00+01:00,67885.0,70775.0,-0.9566,-15635.0,239.91,239.8775,239.9725
192.168.0.4,2022-11-08,2022-11-08 03:00:00+01:00,62369.0,66124.0,-0.949,-16249.0,240.18,240.1356,240.3344
192.168.0.4,2022-11-08,2022-11-08 04:00:00+01:00,65228.0,67372.0,-0.9554,-14984.0,239.352,239.334,239.594
192.168.0.4,2022-11-08,2022-11-08 05:00:00+01:00,61548.0,64360.0,-0.9524,-15152.0,238.209,238.086,238.481
192.168.0.4,2022-11-08,2022-11-08 06:00:00+01:00,75891.0,78417.0,-0.9667,-13149.0,235.6329,235.6757,235.9986
192.168.0.4,2022-11-08,2022-11-08 07:00:00+01:00,108217.0,112297.0,-0.9772,-14063.0,236.7957,236.8057,237.0414
192.168.0.4,2022-11-08,2022-11-08 08:00:00+01:00,118493.0,119960.0,-0.9866,-10240.0,236.0044,235.9467,236.0567
192.168.0.4,2022-11-08,2022-11-08 09:00:00+01:00,106670.0,108340.0,-0.9798,-13145.0,236.9437,236.8512,236.7125
192.168.0.4,2022-11-08,2022-11-08 10:00:00+01:00,93404.0,94484.0,-0.9786,-11880.0,236.964,236.783,236.718
192.168.0.4,2022-11-08,2022-11-08 11:00:00+01:00,98867.0,99960.0,-0.9824,-10636.0,236.2033,235.8933,236.0
192.168.0.4,2022-11-08,2022-11-08 12:00:00+01:00,96640.0,97516.0,-0.98,-12608.0,236.759,236.57,236.705
192.168.0.4,2022-11-08,2022-11-08 13:00:00+01:00,82524.0,85180.0,-0.967,-14056.0,237.652,237.634,237.656
192.168.0.4,2022-11-08,2022-11-08 14:00:00+01:00,94844.0,98062.0,-0.9729,-12493.0,237.5167,237.1933,237.7167
192.168.0.4,2022-11-08,2022-11-08 15:00:00+01:00,98493.0,100631.0,-0.9763,-14969.0,237.5544,237.3167,237.6844
192.168.0.4,2022-11-08,2022-11-08 16:00:00+01:00,91769.0,94453.0,-0.9706,-15898.0,237.1178,236.9167,237.1333
192.168.0.4,2022-11-08,2022-11-08 17:00:00+01:00,123975.0,125615.0,-0.9824,-14520.0,235.7662,235.655,235.7275
192.168.0.4,2022-11-08,2022-11-08 18:00:00+01:00,174142.0,177653.0,-0.9911,-12849.0,236.5778,236.3555,236.6467
192.168.0.4,2022-11-08,2022-11-08 19:00:00+01:00,174444.0,175756.0,-0.9929,-12548.0,237.471,237.204,237.294
192.168.0.4,2022-11-08,2022-11-08 20:00:00+01:00,152129.0,153800.0,-0.988,-15062.0,238.8389,238.8189,238.7589
192.168.0.4,2022-11-08,2022-11-08 21:00:00+01:00,137392.0,140080.0,-0.987,-15432.0,238.928,238.628,238.852
192.168.0.4,2022-11-08,2022-11-08 22:00:00+01:00,134189.0,134657.0,-0.986,-14006.0,239.1943,238.9828,239.2928
192.168.0.4,2022-11-08,2022-11-08 23:00:00+01:00,96936.0,99840.0,-0.967,-15368.0,240.596,240.302,240.746
192.168.0.4,2022-11-09,2022-11-09 00:00:00+01:00,69740.0,74193.0,-0.9534,-16153.0,241.49,241.4667,241.7283
192.168.0.4,2022-11-09,2022-11-09 01:00:00+01:00,63692.0,67248.0,-0.9492,-15004.0,241.504,241.432,241.57
192.168.0.4,2022-11-09,2022-11-09 02:00:00+01:00,59251.0,62703.0,-0.9507,-13960.0,241.0971,241.1,241.2914
192.168.0.4,2022-11-09,2022-11-09 03:00:00+01:00,54389.0,58057.0,-0.9361,-15400.0,241.5,241.4086,241.4271
192.168.0.4,2022-11-09,2022-11-09 04:00:00+01:00,55788.0,59808.0,-0.9362,-16032.0,241.664,241.639,241.736
192.168.0.4,2022-11-09,2022-11-09 05:00:00+01:00,59880.0,63640.0,-0.9481,-14940.0,240.9012,240.885,241.06
192.168.0.4,2022-11-09,2022-11-09 06:00:00+01:00,81480.0,84314.0,-0.9643,-14069.0,239.5471,239.5843,239.79
192.168.0.4,2022-11-09,2022-11-09 07:00:00+01:00,109545.0,111830.0,-0.9787,-15405.0,236.0225,236.0362,236.1925
192.168.0.4,2022-11-09,2022-11-09 08:00:00+01:00,124862.0,126560.0,-0.9859,-14142.0,236.5078,236.2611,236.4011
192.168.0.4,2022-11-09,2022-11-09 09:00:00+01:00,117548.0,119012.0,-0.9817,-13648.0,236.997,236.934,236.958
192.168.0.4,2022-11-09,2022-11-09 10:00:00+01:00,100016.0,102788.0,-0.9776,-13112.0,236.256,235.985,236.347
192.168.0.4,2022-11-09,2022-11-09 11:00:00+01:00,96744.0,99400.0,-0.9745,-14052.0,236.015,235.725,235.882
192.168.0.4,2022-11-09,2022-11-09 12:00:00+01:00,125084.0,128060.0,-0.9833,-14920.0,235.521,235.183,235.487
192.168.0.4,2022-11-09,2022-11-09 13:00:00+01:00,122704.0,124564.0,-0.9849,-13932.0,235.706,235.54,235.826
